id,optimization,generation,hash,hash,elapsed_time,age,evaluation_status,evaluation_year,evaluation_start_time,tree,error_string,pickle,"FullDataSet False Positives","FullDataSet False Negatives","FullDataSet Num Elements"
51,0,10,50b0681f0cb707d5811316fcecef6aeb0e7e516186ac51f5cccfee16eca9c913,50b0681f0cb707d5811316fcecef6aeb0e7e516186ac51f5cccfee16eca9c913,454.439,0,NOT_EVALUATED,0,"2020-03-05 04:45:26","BaggedLearner(ARG0, learnerType('Blup', None))",NULL,...,16.8,37.6,27
52,0,10,539f2774a759e8c8ef1471082444a840c1085f217eeccfdf3faa1a40a75b2459,539f2774a759e8c8ef1471082444a840c1085f217eeccfdf3faa1a40a75b2459,234.486,1,EVALUATED,5,"2020-03-05 05:18:26","AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 0.1))",NULL,...,22.8,22,24
53,0,10,625364a0a6c34ec014a0c4ca07f61875093b504aa47329058e60e2eb924fa15a,625364a0a6c34ec014a0c4ca07f61875093b504aa47329058e60e2eb924fa15a,494.709,1,EVALUATED,1,"2020-03-05 04:57:03","AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 100, 0.01)",NULL,...,11.8,20,44
54,0,10,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,132.906,1,EVALUATED,10,"2020-03-05 05:48:48","AdaBoostLearner(myBartlett(mySelFwe(ARG0, 100, 0.01), 0), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 2, 0.01)",NULL,...,16.2,21.8,40
55,0,10,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,167.476,0,NOT_EVALUATED,0,"2020-03-05 05:42:02","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,15.8,19,43
56,0,10,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,168.523,0,NOT_EVALUATED,0,"2020-03-05 05:30:29","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(0), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,16.8,19,38
57,0,10,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,159.821,1,EVALUATED,10,"2020-03-05 05:47:22","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 0, myFloatDiv(0.1, 0.1))",NULL,...,5.8,50.8,27
58,0,10,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,158.369,1,EVALUATED,5,"2020-03-05 05:20:32","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, lessThan(myFloatMult(1.0, 1.0), myFloatMult(0.01, 1.0))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,32
59,0,10,f481f6f5121a3d3828534147fded88f41695df49a002abff629f907822790580,f481f6f5121a3d3828534147fded88f41695df49a002abff629f907822790580,178.099,1,EVALUATED,6,"2020-03-05 05:23:08","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), 100.0, passTriState(passTriState(0)))",NULL,...,18.8,19,28
60,0,11,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,225.041,0,NOT_EVALUATED,0,"2020-03-05 05:23:50","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,10,23,40
61,0,11,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,190.394,0,NOT_EVALUATED,0,"2020-03-05 05:58:09","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 100, myFloatDiv(0.1, 0.1))",NULL,...,3.8,50.4,35
62,0,11,3dfbe5d5bbde19b518d360b5c9591d2a8291e759a438b6fed9f74198d3285e0c,3dfbe5d5bbde19b518d360b5c9591d2a8291e759a438b6fed9f74198d3285e0c,184.878,0,NOT_EVALUATED,0,"2020-03-05 04:27:46","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,29
63,0,11,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,138.67,0,NOT_EVALUATED,0,"2020-03-05 05:55:27","AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 100.0))",NULL,...,18.8,19,24
64,0,11,50b0681f0cb707d5811316fcecef6aeb0e7e516186ac51f5cccfee16eca9c913,50b0681f0cb707d5811316fcecef6aeb0e7e516186ac51f5cccfee16eca9c913,454.439,0,NOT_EVALUATED,0,"2020-03-05 04:45:26","BaggedLearner(ARG0, learnerType('Blup', None))",NULL,...,16.8,37.6,27
65,0,11,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,132.906,1,EVALUATED,10,"2020-03-05 05:48:48","AdaBoostLearner(myBartlett(mySelFwe(ARG0, 100, 0.01), 0), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 2, 0.01)",NULL,...,16.2,21.8,40
66,0,11,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,167.476,0,NOT_EVALUATED,0,"2020-03-05 05:42:02","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,15.8,19,43
67,0,11,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,168.523,0,NOT_EVALUATED,0,"2020-03-05 05:30:29","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(0), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,16.8,19,38
68,0,11,c252dbfac63e960ea0fda2c863296a196ed21d470a7af7147df26d54fd24a972,c252dbfac63e960ea0fda2c863296a196ed21d470a7af7147df26d54fd24a972,236.555,1,EVALUATED,9,"2020-03-05 05:56:17","AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 128, 0.01)",NULL,...,11.8,20,42
69,0,11,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,159.821,1,EVALUATED,10,"2020-03-05 05:47:22","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 0, myFloatDiv(0.1, 0.1))",NULL,...,5.8,50.8,27
70,0,11,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,158.369,1,EVALUATED,5,"2020-03-05 05:20:32","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, lessThan(myFloatMult(1.0, 1.0), myFloatMult(0.01, 1.0))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,32
71,0,12,009d35ca1099c69f2199c3a0720be544636c5d4c785e2a6b39620840de8aae9f,009d35ca1099c69f2199c3a0720be544636c5d4c785e2a6b39620840de8aae9f,1005.89,1,EVALUATED,9,"2020-03-05 06:06:27","AdaBoostLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 0.1))",NULL,...,17.4,23,24
72,0,12,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,225.041,0,NOT_EVALUATED,0,"2020-03-05 05:23:50","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,10,23,40
73,0,12,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,190.394,0,NOT_EVALUATED,0,"2020-03-05 05:58:09","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 100, myFloatDiv(0.1, 0.1))",NULL,...,3.8,50.4,35
74,0,12,3dfbe5d5bbde19b518d360b5c9591d2a8291e759a438b6fed9f74198d3285e0c,3dfbe5d5bbde19b518d360b5c9591d2a8291e759a438b6fed9f74198d3285e0c,184.878,0,NOT_EVALUATED,0,"2020-03-05 04:27:46","AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,0,68.4,29
75,0,12,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,138.67,0,NOT_EVALUATED,0,"2020-03-05 05:55:27","AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 100.0))",NULL,...,18.8,19,24
76,0,12,50b0681f0cb707d5811316fcecef6aeb0e7e516186ac51f5cccfee16eca9c913,50b0681f0cb707d5811316fcecef6aeb0e7e516186ac51f5cccfee16eca9c913,454.439,0,NOT_EVALUATED,0,"2020-03-05 04:45:26","BaggedLearner(ARG0, learnerType('Blup', None))",NULL,...,16.8,37.6,27
77,0,12,6cafb1ad29694b6d55d13f9658b66abacce434c98bf9ecabfd7bb99d18495233,6cafb1ad29694b6d55d13f9658b66abacce434c98bf9ecabfd7bb99d18495233,884.307,1,EVALUATED,12,"2020-03-05 06:26:50","AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), [1, -1]), passInt(0), myFloatDiv(100.0, 10.0))",NULL,...,17,19.8,32
78,0,12,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,132.906,1,EVALUATED,10,"2020-03-05 05:48:48","AdaBoostLearner(myBartlett(mySelFwe(ARG0, 100, 0.01), 0), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 2, 0.01)",NULL,...,16.2,21.8,40
79,0,12,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,167.476,0,NOT_EVALUATED,0,"2020-03-05 05:42:02","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,15.8,19,43
80,0,12,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,168.523,0,NOT_EVALUATED,0,"2020-03-05 05:30:29","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(0), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,16.8,19,38
81,0,12,c252dbfac63e960ea0fda2c863296a196ed21d470a7af7147df26d54fd24a972,c252dbfac63e960ea0fda2c863296a196ed21d470a7af7147df26d54fd24a972,236.555,1,EVALUATED,9,"2020-03-05 05:56:17","AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 128, 0.01)",NULL,...,11.8,20,42
82,0,12,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,159.821,1,EVALUATED,10,"2020-03-05 05:47:22","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 0, myFloatDiv(0.1, 0.1))",NULL,...,5.8,50.8,27
83,0,12,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,158.369,1,EVALUATED,5,"2020-03-05 05:20:32","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, lessThan(myFloatMult(1.0, 1.0), myFloatMult(0.01, 1.0))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,32
84,0,13,009d35ca1099c69f2199c3a0720be544636c5d4c785e2a6b39620840de8aae9f,009d35ca1099c69f2199c3a0720be544636c5d4c785e2a6b39620840de8aae9f,1005.89,1,EVALUATED,9,"2020-03-05 06:06:27","AdaBoostLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 0.1))",NULL,...,17.4,23,24
85,0,13,04224fe77f56154feb23a16d0bf350890082656989dccdd7d263d64c7738e1e1,04224fe77f56154feb23a16d0bf350890082656989dccdd7d263d64c7738e1e1,716.346,1,EVALUATED,12,"2020-03-05 06:49:52","AdaBoostLearner(selectRange(ARG0, 0, 50), ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 0.01), myIntMult(32, 3), myFloatDiv(0.1, 0.1))",NULL,...,12.4,30.6,34
86,0,13,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,225.041,0,NOT_EVALUATED,0,"2020-03-05 05:23:50","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,10,23,40
87,0,13,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,190.394,0,NOT_EVALUATED,0,"2020-03-05 05:58:09","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 100, myFloatDiv(0.1, 0.1))",NULL,...,3.8,50.4,35
88,0,13,2680a9e6c98794a464c69190ee32c2a7461cf3ca6338bee5d2a4d5fe25b868c4,2680a9e6c98794a464c69190ee32c2a7461cf3ca6338bee5d2a4d5fe25b868c4,969.036,1,EVALUATED,12,"2020-03-05 07:07:38","BaggedLearner(ARG0, ModifyLearnerBool(learnerType('Blup', None), trueBool))",NULL,...,15.2,34.2,27
89,0,13,46764109c955214075a2ece72c8bcddb05995f3febce929574999125ae1d5703,46764109c955214075a2ece72c8bcddb05995f3febce929574999125ae1d5703,694.659,0,NOT_EVALUATED,0,"2020-03-05 07:29:07","AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), passInt(0), myFloatSub(100.0, 10.0))",NULL,...,0,68.4,24
90,0,13,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,138.67,0,NOT_EVALUATED,0,"2020-03-05 05:55:27","AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 100.0))",NULL,...,18.8,19,24
91,0,13,7c4439fbb76f560f2811f2f96481c971f482116cb43d5b0ca3b85b702fa53d4b,7c4439fbb76f560f2811f2f96481c971f482116cb43d5b0ca3b85b702fa53d4b,742.944,0,NOT_EVALUATED,0,"2020-03-05 07:29:07","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), 50, myFloatDiv(passFloat(ifThenFloat(ifThenBool(trueBool, passBool(trueBool)), passFloat(0.01))), 0.1))",NULL,...,10.8,22.6,38
92,0,13,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,84f00d3a735305006d41e65f5b5c9be4381dd82a946837ed83026dc2919162bb,132.906,1,EVALUATED,10,"2020-03-05 05:48:48","AdaBoostLearner(myBartlett(mySelFwe(ARG0, 100, 0.01), 0), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 2, 0.01)",NULL,...,16.2,21.8,40
93,0,13,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,167.476,0,NOT_EVALUATED,0,"2020-03-05 05:42:02","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,15.8,19,43
94,0,13,a3e2f2e68d52eabfab597f3a998f5911db0b206745d6232a76294955e83f4051,a3e2f2e68d52eabfab597f3a998f5911db0b206745d6232a76294955e83f4051,741.939,0,NOT_EVALUATED,0,"2020-03-05 07:16:09","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), 0)",NULL,...,15.8,18.6,44
95,0,13,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,a93bf07ece1c73961897086c6acd21c69d2b5b2f010af939ba8efffc9c0f0a91,168.523,0,NOT_EVALUATED,0,"2020-03-05 05:30:29","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(0), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,16.8,19,38
96,0,13,bfe070d363378bd8da6b265f4a6385a965a8e6b2f3783606207a414b49f77687,bfe070d363378bd8da6b265f4a6385a965a8e6b2f3783606207a414b49f77687,781.805,0,NOT_EVALUATED,0,"2020-03-05 07:24:23","AdaBoostLearner(scDivFloat(ARG0, 0.1), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0, myFloatDiv(0.1, 0.1))",NULL,...,16.4,19.2,27
97,0,13,c252dbfac63e960ea0fda2c863296a196ed21d470a7af7147df26d54fd24a972,c252dbfac63e960ea0fda2c863296a196ed21d470a7af7147df26d54fd24a972,236.555,1,EVALUATED,9,"2020-03-05 05:56:17","AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 128, 0.01)",NULL,...,11.8,20,42
98,0,13,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,d78c77bfbab736d1d90ad22f1e6525665d3b8086553aa8375b061f4b6ef054a6,159.821,1,EVALUATED,10,"2020-03-05 05:47:22","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 0, myFloatDiv(0.1, 0.1))",NULL,...,5.8,50.8,27
99,0,13,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,e37b3ead337c4a21bc31f8b60ba7c875f135bd2d28c36e0fa871b86bbdebdbac,158.369,1,EVALUATED,5,"2020-03-05 05:20:32","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, lessThan(myFloatMult(1.0, 1.0), myFloatMult(0.01, 1.0))), myFloatDiv(0.1, 0.1))",NULL,...,10.6,47.8,32
100,0,14,009d35ca1099c69f2199c3a0720be544636c5d4c785e2a6b39620840de8aae9f,009d35ca1099c69f2199c3a0720be544636c5d4c785e2a6b39620840de8aae9f,1005.89,1,EVALUATED,9,"2020-03-05 06:06:27","AdaBoostLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 0.1))",NULL,...,17.4,23,24
101,0,14,04224fe77f56154feb23a16d0bf350890082656989dccdd7d263d64c7738e1e1,04224fe77f56154feb23a16d0bf350890082656989dccdd7d263d64c7738e1e1,716.346,1,EVALUATED,12,"2020-03-05 06:49:52","AdaBoostLearner(selectRange(ARG0, 0, 50), ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 0.01), myIntMult(32, 3), myFloatDiv(0.1, 0.1))",NULL,...,12.4,30.6,34
102,0,14,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,12aa3543a27fa73b4c069da5942d28f15efdec39ee53b9c3d19dfa030bc37041,225.041,0,NOT_EVALUATED,0,"2020-03-05 05:23:50","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",NULL,...,10,23,40
103,0,14,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,1d94e5ab031845e9aaf3acc315af7052013536a926f4a27a0a85cbb7cd29e0c9,190.394,0,NOT_EVALUATED,0,"2020-03-05 05:58:09","AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 100, myFloatDiv(0.1, 0.1))",NULL,...,3.8,50.4,35
104,0,14,2680a9e6c98794a464c69190ee32c2a7461cf3ca6338bee5d2a4d5fe25b868c4,2680a9e6c98794a464c69190ee32c2a7461cf3ca6338bee5d2a4d5fe25b868c4,969.036,1,EVALUATED,12,"2020-03-05 07:07:38","BaggedLearner(ARG0, ModifyLearnerBool(learnerType('Blup', None), trueBool))",NULL,...,15.2,34.2,27
105,0,14,46764109c955214075a2ece72c8bcddb05995f3febce929574999125ae1d5703,46764109c955214075a2ece72c8bcddb05995f3febce929574999125ae1d5703,694.659,0,NOT_EVALUATED,0,"2020-03-05 07:29:07","AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), passInt(0), myFloatSub(100.0, 10.0))",NULL,...,0,68.4,24
106,0,14,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,4b172812fd27d4f162dac3127de590c2785b53c70481f5bf8716be0a30b4e3b3,138.67,0,NOT_EVALUATED,0,"2020-03-05 05:55:27","AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntAdd(3, ifThenElseBool(trueBool, falseBool, falseBool)), myFloatDiv(0.1, 100.0))",NULL,...,18.8,19,24
107,0,14,7c4439fbb76f560f2811f2f96481c971f482116cb43d5b0ca3b85b702fa53d4b,7c4439fbb76f560f2811f2f96481c971f482116cb43d5b0ca3b85b702fa53d4b,742.944,0,NOT_EVALUATED,0,"2020-03-05 07:29:07","AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), 50, myFloatDiv(passFloat(ifThenFloat(ifThenBool(trueBool, passBool(trueBool)), passFloat(0.01))), 0.1))",NULL,...,10.8,22.6,38
108,0,14,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,87cda2a68dc92b2545ffe21d25879a4b70dd291608f632bfd442b6843e5b897a,167.476,0,NOT_EVALUATED,0,"2020-03-05 05:42:02","myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 128), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(passTriState(0)))",NULL,...,15.8,19,43
